4e11ae86-52df-48b3-888a-03f1ac9e66ec,"&#189; green chilli, deseeded",green chilli
4e11ae86-52df-48b3-888a-03f1ac9e66ec,25g desiccated coconut,desiccated coconut
4e11ae86-52df-48b3-888a-03f1ac9e66ec,"1 lemon &#189; juiced, &#189; cut into wedges",lemon &#189; juiced
4e11ae86-52df-48b3-888a-03f1ac9e66ec,1 tsp chopped ginger,ginger
4e11ae86-52df-48b3-888a-03f1ac9e66ec,&#189; tsp ground cumin,tsp cumin
9da00540-9fbe-4e8f-9fe6-305822c1e968,2 tsp vegetable oil,tsp vegetable oil
9da00540-9fbe-4e8f-9fe6-305822c1e968,"2 egg, beaten",egg
9da00540-9fbe-4e8f-9fe6-305822c1e968,1-2 tbsp red Thai curry paste,curry paste
9da00540-9fbe-4e8f-9fe6-305822c1e968,800g leftover cooked rice (275g uncooked),rice
9da00540-9fbe-4e8f-9fe6-305822c1e968,"300g frozen peeled prawn, defrosted",300g frozen peeled prawn
9da00540-9fbe-4e8f-9fe6-305822c1e968,"175g frozen sliced green bean, defrosted",frozen green bean
9da00540-9fbe-4e8f-9fe6-305822c1e968,"juice 1 lime, plus extra wedges to serve",lime
9da00540-9fbe-4e8f-9fe6-305822c1e968,"1 tbsp Thai fish sauce, plus extra to serve",fish sauce
9da00540-9fbe-4e8f-9fe6-305822c1e968,"shredded cucumber, sliced red chilli and coriander leaves, to garnish (optional)",cucumber
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,2 ducks,ducks
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,140g caster sugar,caster sugar
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,6 star anise seeds,star anise seeds
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,"large piece ginger, sliced",ginger
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,"small bunch spring onions, roughly chopped",onions
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,2 tbsp malt syrup or maltose (available in most Chinese supermarkets),malt syrup
b0353ba1-04d6-47b8-89ff-4b0eeee9ef80,3 tbsp red wine vinegar,red wine vinegar
4b20650c-666f-4850-ac79-bfcd8a38fe7c,"2kg floury potato, such as Maris Piper, peeled and halved",potato
4b20650c-666f-4850-ac79-bfcd8a38fe7c,"2 x 400g tins haricot beans, drained and rinsed",x 400g tins haricot beans
4b20650c-666f-4850-ac79-bfcd8a38fe7c,300ml single cream,single cream
4b20650c-666f-4850-ac79-bfcd8a38fe7c,100g unsalted butter,unsalted butter
4b20650c-666f-4850-ac79-bfcd8a38fe7c,3 tbsp truffle oil,truffle oil
4b20650c-666f-4850-ac79-bfcd8a38fe7c,freshly grated nutmeg,nutmeg
1bbe7ea8-84da-458b-ace2-59550704753b,20 baby plum tomato,baby plum tomato
1bbe7ea8-84da-458b-ace2-59550704753b,"250g pack chestnut mushroom, halved",pack chestnut mushroom
1bbe7ea8-84da-458b-ace2-59550704753b,"8 rashers smoked streaky bacon, wrapped around 2 fingers to form coils",rashers bacon
1bbe7ea8-84da-458b-ace2-59550704753b,4 good-quality pork sausage,pork sausage
1bbe7ea8-84da-458b-ace2-59550704753b,2&#189; tbsp olive oil,olive oil
1bbe7ea8-84da-458b-ace2-59550704753b,2 tsp sherry vinegar,tsp sherry vinegar
1bbe7ea8-84da-458b-ace2-59550704753b,2 tsp Dijon mustard,Dijon mustard
1bbe7ea8-84da-458b-ace2-59550704753b,4 egg,egg
1bbe7ea8-84da-458b-ace2-59550704753b,100g bag salad leaf,salad leaf
1bbe7ea8-84da-458b-ace2-59550704753b,"8 thin diagonal slices baguette, toasted",baguette
40876384-fbd8-4f93-9c2f-c53fae74292c,"250g pack butter, softened, plus extra for greasing",pack butter
40876384-fbd8-4f93-9c2f-c53fae74292c,250g soft light brown sugar,soft brown sugar
40876384-fbd8-4f93-9c2f-c53fae74292c,2 tsp vanilla extract,vanilla extract
40876384-fbd8-4f93-9c2f-c53fae74292c,4 large egg,egg
40876384-fbd8-4f93-9c2f-c53fae74292c,100g plain flour,plain flour
40876384-fbd8-4f93-9c2f-c53fae74292c,250g self-raising flour,self-raising flour
40876384-fbd8-4f93-9c2f-c53fae74292c,100g buttermilk,buttermilk
40876384-fbd8-4f93-9c2f-c53fae74292c,"2 eating apple, peeled, cored and diced to about 1cm pieces",apple
40876384-fbd8-4f93-9c2f-c53fae74292c,1 tsp ground cinnamon,cinnamon
40876384-fbd8-4f93-9c2f-c53fae74292c,1 tsp mixed spice,tsp mixed spice
40876384-fbd8-4f93-9c2f-c53fae74292c,&#188; tsp ground cloves,tsp cloves
40876384-fbd8-4f93-9c2f-c53fae74292c,zest 1 lemon,lemon
40876384-fbd8-4f93-9c2f-c53fae74292c,2 tbsp melted butter,butter
40876384-fbd8-4f93-9c2f-c53fae74292c,2 tbsp soft light brown sugar,brown sugar
40876384-fbd8-4f93-9c2f-c53fae74292c,85g currant,currant
40876384-fbd8-4f93-9c2f-c53fae74292c,85g raisin,raisin
40876384-fbd8-4f93-9c2f-c53fae74292c,50g mixed peel,mixed peel
40876384-fbd8-4f93-9c2f-c53fae74292c,"85g icing sugar, sifted",icing sugar
40876384-fbd8-4f93-9c2f-c53fae74292c,zest and juice 1 lemon,lemon
40876384-fbd8-4f93-9c2f-c53fae74292c,"a few sugar cubes, roughly crushed",sugar cubes
1971303d-23bc-48da-92bf-f53dbbad45a3,300g soured cream or cr&#232;me fra&#238;che,soured cream
1971303d-23bc-48da-92bf-f53dbbad45a3,100g mayonnaise,mayonnaise
1971303d-23bc-48da-92bf-f53dbbad45a3,"150g blue cheese, crumbled (Danish or Roquefort)",blue cheese
1971303d-23bc-48da-92bf-f53dbbad45a3,1 tbsp white wine vinegar,white wine vinegar
1971303d-23bc-48da-92bf-f53dbbad45a3,1 tsp Worcestershire sauce,tsp Worcestershire sauce
1971303d-23bc-48da-92bf-f53dbbad45a3,"1 head celery, cut into batons",celery
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,85g diced butter,butter
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,350g self-raising flour,self-raising flour
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,&#188; tsp salt,tsp salt
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,1&#189; tsp bicarbonate of soda,1&#189; tsp bicarbonate of soda
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,4 tbsp caster sugar,sugar
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,"200ml milk, warmed to room temperature, plus a splash extra",200ml milk
81bd22dd-55e0-4c32-9084-365a4bb1f6d3,"crushed sugar cubes, to decorate",sugar
564a0c9a-704a-4194-8c23-b2ea8363f277,"140g golden caster sugar, plus 200g extra for dusting",golden caster sugar
564a0c9a-704a-4194-8c23-b2ea8363f277,200g plain flour,plain flour
564a0c9a-704a-4194-8c23-b2ea8363f277,1 tsp bicarbonate of soda,tsp bicarbonate of soda
564a0c9a-704a-4194-8c23-b2ea8363f277,100ml natural yogurt,yogurt
564a0c9a-704a-4194-8c23-b2ea8363f277,"2 large egg, beaten",egg
564a0c9a-704a-4194-8c23-b2ea8363f277,1 tsp vanilla extract,vanilla extract
564a0c9a-704a-4194-8c23-b2ea8363f277,"140g butter, melted, plus extra for greasing",butter
564a0c9a-704a-4194-8c23-b2ea8363f277,12 tsp seedless raspberry jam,tsp seedless raspberry jam
e110387a-babd-4040-b8b2-335375c88aa5,"500ml chicken stock, heated",chicken stock
e110387a-babd-4040-b8b2-335375c88aa5,340g jar smooth peanut butter,peanut butter
e110387a-babd-4040-b8b2-335375c88aa5,"2 onion, halved and thinly sliced",onion
e110387a-babd-4040-b8b2-335375c88aa5,3 tbsp sunflower oil,sunflower oil
e110387a-babd-4040-b8b2-335375c88aa5,3 tbsp finely chopped ginger,ginger
e110387a-babd-4040-b8b2-335375c88aa5,&#189;-1 tsp cayenne pepper (optional),tsp cayenne pepper
e110387a-babd-4040-b8b2-335375c88aa5,3 tsp ground coriander,tsp coriander
e110387a-babd-4040-b8b2-335375c88aa5,3 tsp ground cumin,tsp cumin
e110387a-babd-4040-b8b2-335375c88aa5,"1-2 scotch bonnet chillies, deseeded and chopped",scotch bonnet chillies
e110387a-babd-4040-b8b2-335375c88aa5,2 bay leaf,bay leaf
e110387a-babd-4040-b8b2-335375c88aa5,400g can chopped tomato,tomato
e110387a-babd-4040-b8b2-335375c88aa5,"2 x 800g pack chicken thighs and drumsticks, skinned",x 800g pack chicken
e110387a-babd-4040-b8b2-335375c88aa5,"3 sweet potato, cut into chunks",sweet potato
e110387a-babd-4040-b8b2-335375c88aa5,"2 red pepper, deseeded and cut into chunks",red pepper
e110387a-babd-4040-b8b2-335375c88aa5,"good handful coriander, chopped, a little reserved for sprinkling",coriander
e110387a-babd-4040-b8b2-335375c88aa5,"rice and lime wedges, to serve (optional)",lime
5890ab82-473f-4c65-b8a4-47dfefbe31de,1 large cauliflower,cauliflower
5890ab82-473f-4c65-b8a4-47dfefbe31de,2 tbsp olive oil,olive oil
5890ab82-473f-4c65-b8a4-47dfefbe31de,"&#189; tsp each ground cinnamon, cumin and coriander","&#189; tsp each ground cinnamon, cumin and coriander"
5890ab82-473f-4c65-b8a4-47dfefbe31de,"2 tbsp harissa paste, plus extra drizzle",harissa paste
5890ab82-473f-4c65-b8a4-47dfefbe31de,1l hot vegetable or chicken stock,stock
5890ab82-473f-4c65-b8a4-47dfefbe31de,"50g toasted flaked almond, plus extra to serve",almond
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,800g Jerusalem artichoke,Jerusalem artichoke
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,squeeze lemon juice,lemon juice
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,"25g unsalted butter, plus extra for dotting",unsalted butter
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,"5 shallot, finely sliced",shallot
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,2 bay leaf,bay leaf
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,"1 large thyme sprig, leaves picked","thyme sprig, leaves picked"
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,250ml double cream,double cream
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,"350g smoked haddock, skinned and cut into 2cm cubes",blank
71ac32f3-d773-4e70-b8f2-86e9a1f439ba,25g white breadcrumb,white breadcrumb
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,4 small lamb leg steaks,lamb
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,2 tsp olive oil,olive oil
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,1 heaped tsp ground cumin,heaped tsp ground cumin
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,1 tbsp sugar,sugar
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,3 tbsp white wine vinegar,white wine vinegar
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,"2 carrot, coarsely grated",carrot
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,"2 spring onion, finely sliced",spring onion
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,"400g/14oz white cabbage, very finely sliced","white cabbage, very finely sliced"
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,"5 sweet peppadew peppers, 2 roughly sliced",sweet peppadew peppers
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,3 tbsp mayonnaise,mayonnaise
7c3b33c8-c4ec-47e4-b06d-d81233b05c66,"4 large pitta or flatbread, warmed",pitta
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,400g lamb mince,lamb mince
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,"1 small red onion, &#189; grated, &#189; thinly sliced",red onion
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,"handful parsley, roughly chopped",parsley
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,"handful mint, roughly chopped",mint
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,1 tsp olive oil,olive oil
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,3 tbsp mayonnaise,mayonnaise
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,"2 cooked beetroot, finely chopped",beetroot
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,4 bread roll,bread roll
2b386362-9e3d-48c8-bbaa-1093e6d5c35d,couple handfuls watercress,watercress
05b9f221-683d-4174-a4d4-847fb435ed79,"1 large carrot, peeled and grated",carrot
05b9f221-683d-4174-a4d4-847fb435ed79,2 tbsp raisin,raisin
05b9f221-683d-4174-a4d4-847fb435ed79,1 tbsp olive oil,olive oil
05b9f221-683d-4174-a4d4-847fb435ed79,&#189; tbsp white wine vinegar,white wine vinegar
05b9f221-683d-4174-a4d4-847fb435ed79,1 tbsp chopped mint,mint
05b9f221-683d-4174-a4d4-847fb435ed79,4-6 slices brown bread,brown bread
05b9f221-683d-4174-a4d4-847fb435ed79,3 tbsp houmous,houmous
470bdc30-237d-41c1-a523-5cc54cfa9061,"1 small butternut squash (about 450g), peeled and cut into 2cm cubes",butternut squash
470bdc30-237d-41c1-a523-5cc54cfa9061,"3 raw beetroot (about 200g), cut into 2cm cubes",beetroot
470bdc30-237d-41c1-a523-5cc54cfa9061,"2 small red onion, cut into slim wedges",red onion
470bdc30-237d-41c1-a523-5cc54cfa9061,3 tbsp olive oil,olive oil
470bdc30-237d-41c1-a523-5cc54cfa9061,juice of &#189; lemon,&#189; lemon
470bdc30-237d-41c1-a523-5cc54cfa9061,200g fine polenta,fine polenta
470bdc30-237d-41c1-a523-5cc54cfa9061,&#189; tsp salt,tsp salt
470bdc30-237d-41c1-a523-5cc54cfa9061,50g butter,butter
470bdc30-237d-41c1-a523-5cc54cfa9061,60g grated cheese (we used a 50/50 mix of Parmesan and Taleggio),cheese
470bdc30-237d-41c1-a523-5cc54cfa9061,"a big handful of rocket, to serve",rocket
470bdc30-237d-41c1-a523-5cc54cfa9061,2 tsp freshly picked thyme leaf,tsp freshly picked thyme leaf
470bdc30-237d-41c1-a523-5cc54cfa9061,50g grated Parmesan,Parmesan
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,"200g baby new potato, halved",baby new potato
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,"250g lean lamb neck, cut into 2&#189; cm dice",lamb neck
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,"1 red pepper, deseeded and cut into large chunks",red pepper
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,"2 garlic clove, crushed",garlic
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,1 tbsp olive oil,olive oil
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,"1 lemon &#189; juiced, &#189; cut into wedges",lemon &#189; juiced
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,600g fresh or frozen broad bean,broad bean
c9c8e8ca-4ee1-40a9-a18d-edded9b63c53,2 tbsp mint sauce,mint sauce
387ce427-a543-46f6-8447-0a7733b21eed,2 tsp olive oil,olive oil
387ce427-a543-46f6-8447-0a7733b21eed,"1 small onion, chopped",onion
387ce427-a543-46f6-8447-0a7733b21eed,6 pork sausage,pork sausage
387ce427-a543-46f6-8447-0a7733b21eed,"250g chestnut mushroom, halved",chestnut mushroom
387ce427-a543-46f6-8447-0a7733b21eed,1 tbsp wholegrain mustard,wholegrain mustard
387ce427-a543-46f6-8447-0a7733b21eed,4 tbsp low-fat cr&#232;me fra&#238;che,cr&#232;me fra&#238;che
387ce427-a543-46f6-8447-0a7733b21eed,"small bunch parsley, chopped",parsley
387ce427-a543-46f6-8447-0a7733b21eed,"85g ciabatta, torn into small chunks",85g ciabatta
19f081e1-b037-498e-93f9-d51793dcb73b,"1 big potato, cut into thin chips",potato
19f081e1-b037-498e-93f9-d51793dcb73b,2 tsp olive oil,olive oil
19f081e1-b037-498e-93f9-d51793dcb73b,&#189; tsp Cajun seasoning,tsp Cajun seasoning
19f081e1-b037-498e-93f9-d51793dcb73b,1 heaped tbsp mayonnaise,mayonnaise
19f081e1-b037-498e-93f9-d51793dcb73b,1 tsp chopped chive,chive
19f081e1-b037-498e-93f9-d51793dcb73b,1 tsp Dijon mustard,Dijon mustard
19f081e1-b037-498e-93f9-d51793dcb73b,"3 slices white or brown bread, lightly toasted",bread
19f081e1-b037-498e-93f9-d51793dcb73b,"2 radish, thinly sliced",radish
19f081e1-b037-498e-93f9-d51793dcb73b,"1 baby or &#189; avocado, sliced",baby avocado
19f081e1-b037-498e-93f9-d51793dcb73b,2 slices salt beef,salt beef
19f081e1-b037-498e-93f9-d51793dcb73b,couple Little Gem lettuce leaves,Little Gem lettuce leaves
4be350fc-11b8-4535-a65d-1701eab827c8,100g couscous,couscous
4be350fc-11b8-4535-a65d-1701eab827c8,"220g can chickpea, rinsed and drained",chickpea
4be350fc-11b8-4535-a65d-1701eab827c8,100ml hot chicken stock,chicken stock
4be350fc-11b8-4535-a65d-1701eab827c8,zest and juice 1 lemon,lemon
4be350fc-11b8-4535-a65d-1701eab827c8,"1 roasted red pepper, chopped",red pepper
4be350fc-11b8-4535-a65d-1701eab827c8,25g flaked toasted almonds,flaked almonds
4be350fc-11b8-4535-a65d-1701eab827c8,"handful mint leaves, chopped",mint leaves
4be350fc-11b8-4535-a65d-1701eab827c8,2 tbsp natural Greek yogurt,natural Greek yogurt
4be350fc-11b8-4535-a65d-1701eab827c8,1 tsp harissa,tsp harissa
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"400g self-raising flour, plus extra for dusting",self-raising flour
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,&#188; tsp salt,tsp salt
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,1 tsp baking powder,baking powder
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"100g butter, cut into cubes",100g butter
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"3 tbsp caster sugar, plus extra for sprinkling",caster sugar
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,200ml buttermilk,buttermilk
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,1 tsp vanilla extract,vanilla extract
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"5 tbsp milk, plus extra for brushing",milk
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"good handful small strawberries, halved",strawberries
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,small jar good strawberry jam,jar good strawberry jam
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,"2 meringue nests, crumbled into chunks",meringue nests
f042ad4c-52a2-4132-87dc-480d8ecf3e9a,200ml tub clotted cream,tub clotted cream
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"juice 2 lime, plus wedges to serve",lime
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"1 red chilli, deseeded and chopped",red chilli
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"2 garlic clove, crushed",garlic
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"small bunch coriander, chopped",coriander
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,225g large raw peeled prawn,large raw peeled prawn
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"1 avocado, stoned and skinned",avocado
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"1 heaped tbsp soured cream, plus extra to serve",soured cream
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,1 tbsp olive oil,olive oil
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"1 red pepper, deseeded and sliced",red pepper
9bcd07ca-1807-4d97-8e4e-83aa71f51a62,"4 flour tortilla and a good handful mixed salad leaves, to serve",flour tortilla
cf6aea78-090b-4f4e-886d-cc6a3089109b,"2 tbsp each chopped dill, parsley and mint",dill
cf6aea78-090b-4f4e-886d-cc6a3089109b,zest and juice 1 lemon,lemon
cf6aea78-090b-4f4e-886d-cc6a3089109b,1 tbsp harissa paste,harissa paste
cf6aea78-090b-4f4e-886d-cc6a3089109b,500g/1lb 2oz turkey breast fillets,turkey breast fillets
cf6aea78-090b-4f4e-886d-cc6a3089109b,2 tbsp white wine or water,white wine
cf6aea78-090b-4f4e-886d-cc6a3089109b,250g pack bulghar wheat or a mix- we used quinoa and bulghar mix),wheat
cf6aea78-090b-4f4e-886d-cc6a3089109b,"2 tomato, chopped",tomato
cf6aea78-090b-4f4e-886d-cc6a3089109b,"&#189; cucumber, diced",cucumber
cf6aea78-090b-4f4e-886d-cc6a3089109b,100g pack pomegranate seeds,pomegranate seeds
2cfaeb19-af3f-4645-809a-f35d4d937eae,"2 large onion, halved and thinly sliced",onion
2cfaeb19-af3f-4645-809a-f35d4d937eae,5 tbsp olive oil,olive oil
2cfaeb19-af3f-4645-809a-f35d4d937eae,"800g waxy potato, peeled and thinly sliced",potato
2cfaeb19-af3f-4645-809a-f35d4d937eae,6 large egg,egg
d618b3b6-5a56-4e08-8b96-97c7feb90865,"100g unsalted butter, softened, plus extra for the baking sheet",unsalted butter
d618b3b6-5a56-4e08-8b96-97c7feb90865,100g light soft brown sugar,brown sugar
d618b3b6-5a56-4e08-8b96-97c7feb90865,2 tbsp golden syrup,golden syrup
d618b3b6-5a56-4e08-8b96-97c7feb90865,175g self-raising flour,self-raising flour
d618b3b6-5a56-4e08-8b96-97c7feb90865,"25g puffed rice cereal, such as Rice Krispies",25g puffed rice cereal
d618b3b6-5a56-4e08-8b96-97c7feb90865,"dark chocolate chips, for decoration",chocolate
7ae7e8cb-b5b9-4aa0-9a7a-276efa6cd4ba,100g brown rice noodle,brown rice noodle
7ae7e8cb-b5b9-4aa0-9a7a-276efa6cd4ba,500ml chicken or fish stock,chicken stock
